,comment,coupon,name,price,shop
15,7万+,"自营,赠",OPPO A5 全面屏拍照手机 4GB+64GB 幻镜粉 全网通 移动联通电信4G 双卡双待手机,1499.00,OPPO京东自营官方旗舰店
16,89万+,"自营,券1580-200",荣耀 V10 高配版 6GB+64GB 幻夜黑 移动联通电信4G全面屏游戏手机 双卡双待,1999.00,荣耀京东自营旗舰店
17,45万+,"自营,新品",荣耀8X 千元屏霸 91%屏占比 2000万AI双摄 4GB+64GB 幻夜黑 移动联通电信4G全面屏 双卡双待,1399.00,荣耀京东自营旗舰店
18,71万+,自营,小米8 全面屏游戏智能手机 6GB+64GB 蓝色 全网通4G 双卡双待,2499.00,小米京东自营旗舰店
19,13万+,"自营,新品",Apple iPhone XR (A2108) 64GB 白色 移动联通电信4G手机 双卡双待,6499.00,京东Apple产品专营店
20,6.5万+,自营,【OPPO全新系列】K1 OPPO首款千元屏幕指纹手机 6G+64G 银光绿 全网通 移动联通电信4G 双卡双待,1799.00,OPPO京东自营官方旗舰店
21,40万+,自营,小米 红米6 4GB+64GB 流沙金 全网通4G手机 双卡双待,849.00,小米京东自营旗舰店
22,31万+,"自营,券1580-200",荣耀Play 全网通版 6GB+64GB 幻夜黑 移动联通电信4G全面屏游戏手机 双卡双待,1999.00,荣耀京东自营旗舰店
23,16万+,"自营,新品,赠",Apple iPhone XS Max (A2104) 256GB 金色 移动联通电信4G手机 双卡双待,10999.00,京东Apple产品专营店
24,9.1万+,"自营,新品,券500-20,赠",vivo NEX星迹版 零界全面屏AI双摄游戏手机 8GB+128GB 移动联通电信全网通4G手机,4298.00,vivo京东自营官方旗舰店
25,56万+,"自营,新品",小米 红米Note5 全网通版 6GB+128GB 黑色 移动联通电信4G手机 双卡双待,1399.00,小米京东自营旗舰店
26,4.6万+,"自营,新品,券500-20,赠",vivo Z3 6GB+64GB 极光蓝 性能实力派 全面屏游戏手机 移动联通电信全网通4G手机,1898.00,vivo京东自营官方旗舰店
27,16万+,"自营,赠",小米MIX2S 全面屏游戏手机 6GB+128GB 黑色 全网通4G 陶瓷手机,2999.00,小米京东自营旗舰店
28,3.9万+,"自营,新品,赠",360手机 N7 Lite 全网通 4GB+32GB 幻影黑 移动联通电信4G手机 双卡双待 全面屏 游戏,999.00,360手机京东自营旗舰店
29,70万+,"自营,闪购",荣耀畅玩7C 全面屏手机 全网通标配版 3GB+32GB 铂光金 移动联通电信4G手机 双卡双待,799.00,荣耀京东自营旗舰店
30,13万+,"自营,券500-20,赠",vivo X21 全面屏 双摄拍照游戏手机 6GB+128GB 冰钻黑 移动联通电信全网通4G,2798.00,vivo京东自营官方旗舰店
31,7.9万+,自营,小米Max3 大屏游戏智能手机 6GB+128GB 黑色 全网通4G手机 双卡双待,1899.00,小米京东自营旗舰店
32,24万+,自营,荣耀 畅玩7 2GB+16GB 金色 全网通4G手机 双卡双待,599.00,荣耀京东自营旗舰店
33,5.7万+,"自营,新品",魅族 16th 全面屏游戏手机 6GB+128GB 静夜黑 全网通移动联通电信4G手机 双卡双待,2998.00,魅族京东自营旗舰店
34,71万+,自营,小米8 全面屏游戏智能手机 6GB+64GB 黑色 全网通4G 双卡双待,2499.00,小米京东自营旗舰店
35,18万+,"自营,闪购",华为畅享8 Plus 高清四摄大电池 4G+64G 金色 全网通版 移动联通电信4G手机 双卡双待,1399.00,华为京东自营官方旗舰店
36,8500+,"京东物流,闪购,赠,险",OPPO 【三期免息+3色可选！】K1 首款千元屏下指纹解锁手机 6.4英寸水滴屏 梵星蓝（6+64G）,1799.00,OPPO官方直营旗舰店
37,100+,"自营,赠",三星 Galaxy A9s (SM-A9200) 后置四摄 Bixby 全面屏手机6GB+128GB 柠沁蓝 全网通4G 双卡双待,3499.00,三星手机京东自营官方旗舰店
38,4000+,"自营,新品,赠",努比亚 nubia X 双面屏 深空灰 8GB+128GB 全网通 移动联通电信4G手机 双卡双待,3699.00,努比亚京东自营旗舰店
39,13万+,自营,360手机 N7 全网通 6GB+64GB 石墨黑 移动联通电信4G手机 双卡双待 全面屏 游戏,1399.00,360手机京东自营旗舰店
40,2.8万+,"自营,新品,赠",华为 HUAWEI Mate 20 Pro 麒麟980芯片全面屏超微距影像超大广角徕卡三摄6GB+128GB亮黑色全网通版双4G,5399.00,华为京东自营官方旗舰店
41,5.5万+,自营,OPPO R17 2500万美颜拍照 6.4英寸水滴屏 光感屏幕指纹 8G+128G 雾光金 全网通 移动联通电信4G 双卡双待,3499.00,OPPO京东自营官方旗舰店
42,8200+,"自营,新品,券500-20",vivo Y73 3GB+32GB 香槟金 全面屏千元机 移动联通电信全网通4G手机,799.00,vivo京东自营官方旗舰店
43,9万+,自营,三星 Galaxy S8（SM-G9500）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,3599.00,三星手机京东自营官方旗舰店
44,3.2万+,"自营,闪购",三星 Galaxy Note8（SM-N9500）6GB+128GB 谜夜黑 移动联通电信4G 游戏 双卡双待,4699.00,三星手机京东自营官方旗舰店
45,200+,"赠,险",欧奇（OUKI） K10 一万毫安大电池 超长待机智能手机 高端商务机 6+128GB 全网通4G 双卡双待 尊享版 黑色,3999.00,卓越手机通讯专营店
46,14万+,自营,努比亚（nubia）Z17mini 6GB+64GB 香槟金 全网通 移动联通电信4G手机 双卡双待,999.00,努比亚京东自营旗舰店
47,2600+,"新品,免邮,赠,险",Apple 苹果 iPhone XR 手机 黑色 全网通 128GB,6458.00,佳沪手机旗舰店
48,4.7万+,自营,魅族 魅蓝 6T 全面屏手机 全网通公开版 3GB+32GB 曜石黑 移动联通电信4G手机 双卡双待,699.00,魅族京东自营旗舰店
49,5300+,"自营,新品,赠",华为 HUAWEI 畅享MAX 4GB+64GB 幻夜黑 全网通版 珍珠屏杜比全景声大电池 移动联通电信4G 双卡双待,1699.00,华为京东自营官方旗舰店
50,40万+,自营,飞利浦（PHILIPS） E106 石墨黑 环保材质 防尘防滑 直板按键 移动联通2G 双卡双待 老人 学生备用功能机,99.00,飞利浦手机京东自营旗舰店
51,85万+,自营,Apple iPhone 7 Plus (A1661) 128G 黑色 移动联通电信4G手机,5599.00,京东Apple产品专营店
52,3900+,"新品,免邮,赠,险",Apple 苹果 iPhone Xs 手机 金色 全网通 64GB,8000.00,佳沪手机旗舰店
53,4.8万+,"自营,赠",vivo X23星芒版 8GB+128GB 水滴屏全面屏 游戏手机 移动联通电信全网通4G手机,3498.00,vivo京东自营官方旗舰店
54,3800+,"自营,新品",【碎屏保修服务】小米Mix3 6GB+128GB黑色 骁龙845 全网通4G 双卡双待 全面屏拍照游戏智能,3399.00,小米京东自营旗舰店
55,4200+,"免邮,赠,险",Apple 苹果 iPhone Xs 移动联通电信4G手机 金色 64GB,8000.00,新松联手机旗舰店
56,5100+,"自营,新品,赠",联想K5 Pro 6GB+128GB 格调黑 千元影霸 1600万AI四摄 4050mAh大电池 全网通4G 双卡双待,1198.00,联想手机京东自营官方旗舰店
57,3.4万+,"免邮,满99-1,赠,险",小米（MI） 红米6A 智能老人手机 流沙金 全网通 2G+16G,528.00,佳沪手机旗舰店
58,19万+,自营,华为畅享7 Plus 4GB+64GB 香槟金 移动联通电信4G手机 双卡双待,1299.00,华为京东自营官方旗舰店
59,1万+,"自营,新品,赠",OPPO OPPO A7x 全面屏拍照手机 4GB+128GB 星空紫 全网通 移动联通电信4G 双卡双待,1999.00,OPPO京东自营官方旗舰店
60,3700+,"免邮,赠,险",Apple 苹果 iphone Xs Max 移动联通电信4G手机 金色 64GB,8899.00,新松联手机旗舰店
61,6.5万+,"自营,赠",OPPO A1 全面屏拍照手机 3GB+32GB 樱桃红 全网通 移动联通电信4G 双卡双待手机,999.00,OPPO京东自营官方旗舰店
62,2.5万+,自营,一加手机6T 8GB+128GB 亮瓷黑 光感屏幕指纹 全面屏双摄游戏手机 全网通4G 双卡双待,3599.00,一加手机京东自营官方旗舰店
63,15万+,自营,华为 HUAWEI 麦芒 6全网通 4GB+64GB版 极光蓝 移动联通电信4G手机 双卡双待,1499.00,华为京东自营官方旗舰店
64,2600+,"免邮,赠,险",OPPO K1【分期免息】千元光感屏幕指纹手机 R15x R17 A5 A3 A1 A7X A1款式 K1 梵星蓝(6G+64G),1799.00,OPPO酷炫手机专卖店
65,1万+,"免邮,赠",华为（HUAWEI） 荣耀10手机GT游戏加速 幻影蓝 全网通6G+128G尊享版,2599.00,牧申手机旗舰店
66,100+,自营,海信(Hisense)A6双屏手机 全面屏墨水屏 6GB+128GB 睿黑 双卡双待全网通4G手机,3499.00,海信手机京东自营旗舰店
67,2.6万+,"自营,满赠",魅族 M15 全面屏手机 全网通公开版 4GB+64GB 曜岩黑 双卡双待 魅族 15青春版,1198.00,魅族京东自营旗舰店
68,9.7万+,自营,守护宝（上海中兴）F888 直板 按键 超长待机 三防老人手机 双卡双待 黑色 2G移动/联通版,178.00,上海中兴守护宝京东自营旗舰店
69,2万+,自营,飞利浦（PHILIPS） E163K 陨石黑 移动联通2G直板按键老人手机 双卡双待 超长待机 老年 学生备用功能机,139.00,飞利浦手机京东自营旗舰店
70,4800+,京东物流,8848 钛金手机 M3尊享版【秒杀立省5000元 限量抢】 智能商务手机 全网通4G 双卡双待,9999.00,8848手机官方旗舰店
71,1.4万+,"免邮,满99-1,赠,险",小米（MI） 小米6x 手机 曜石黑 全网通(6G+64G),1346.00,新松联手机旗舰店
72,3.3万+,"免邮,赠,险",Apple 苹果 iPhone8 Plus 手机 深空灰色 全网通 64GB,5728.00,佳沪手机旗舰店
73,89万+,自营,荣耀 V10 尊享版 6GB+128GB 幻夜黑 移动联通电信4G全面屏游戏手机 双卡双待,2799.00,荣耀京东自营旗舰店
74,5.8万+,自营,诺基亚 7 Plus (Nokia 7 Plus) 6GB+64GB 黑色 游戏手机 全网通 双卡双待 移动联通电信4G,2099.00,诺基亚手机京东自营旗舰店
75,4万+,"免邮,赠,险",Apple 苹果 iPhone X 全面屏手机 深空灰色 全网通 256GB,8388.00,佳沪手机旗舰店
76,4600+,自营,ROG游戏手机 8GB+128GB 骁龙845 液冷散热 全面屏 全网通4G双卡双待,5999.00,ROG京东自营官方旗舰店
77,1.6万+,"免邮,赠,险",小米（MI） 红米6 Pro 手机 曜石黑 全网通 4G+64G,1018.00,佳沪手机旗舰店
78,9000+,"免邮,赠,险",华为（HUAWEI） 荣耀Play手机 幻夜黑 全网通6G+128G尊享版,2199.00,疆界互联旗舰店
79,3.3万+,自营,诺基亚 NOKIA 8110 移动联通4G手机 黄色 直板按键 双卡双待 经典复刻 炫酷滑盖 4G热点备用功能机,499.00,诺基亚手机京东自营旗舰店
80,8700+,"免邮,赠,险",华为（HUAWEI） 荣耀10 GT游戏手机 幻影蓝 全网通6GB+128GB尊享版,2599.00,佳沪手机旗舰店
81,8.1万+,"自营,赠",锤子（smartisan ) 坚果 Pro 2S 6G+64GB 炫光红 全面屏双摄 全网通4G手机 双卡双待 游戏,1497.00,锤子科技京东自营旗舰店
82,6200+,"自营,新品",中兴 ZTE Blade V9 幻夜黑 4G+64G 流光双摄 拍照更美 双卡双待全网通4G手机,799.00,中兴手机京东自营官方旗舰店
83,5300+,"京东物流,赠",vivo X23 屏幕指纹手机 AI非凡摄影 拍照超大广角 水滴屏 智能手机 魅影紫,3498.00,vivo官方旗舰店
84,3400+,"新品,免邮,赠",OPPO K1 首款千元屏下指纹解锁手机 6.4英寸水滴屏 R17同款A5升级版 全网通 双卡双待 梵星蓝 4G+64G,1599.00,牧申手机旗舰店
85,4.4万+,"自营,闪购,券300-10",小辣椒 红辣椒7X 4+64GB 学生智能手机 美颜双摄 微Q多开 人脸识别 移动联通电信4G全网通 黑色,699.00,小辣椒手机京东自营官方旗舰店
86,6.1万+,"自营,赠",诺基亚（NOKIA）新130 黑色 直板按键 移动联通2G手机 双卡双待 老人手机 学生备用功能机,179.00,诺基亚手机京东自营旗舰店
87,2700+,"自营,新品,赠",Meitu 美图T9（MP1710）美少女战士限量版 4+128G 骁龙 全身美型 全面屏 手机 双卡双待 全网通,3699.00,美图京东自营官方旗舰店
88,3.2万+,自营,努比亚（nubia）Z17S 全面屏 游戏手机 黑金 6GB+64GB 全网通 移动联通电信4G 双卡双待,1999.00,努比亚京东自营旗舰店
89,8200+,"免邮,赠,险",Apple 苹果 iPhone8 Plus 全网通4G手机 深空灰 公开(64G)标配,5728.00,新松联手机旗舰店
90,3800+,"闪购,免邮,赠,险",小米（MI） 小米8青春版手机 梦幻蓝 6G+128G 全网通,1899.00,疆界互联旗舰店
91,2000+,"赠,险",OPPO K1手机 【购机送智能手环】 骁龙660 R15 R17 A7x同款 A5 A3升级版 摩卡红 6G+64G 双卡双待,1799.00,OPPO优品专卖店
92,1.2万+,自营,飞利浦 E160 磨砂黑移动联通2G老人手机 双卡双待,158.00,飞利浦手机京东自营旗舰店
93,1.6万+,"京东物流,免邮,赠,险",Apple 苹果5s iPhone 5s (A1530) 4英寸 移动联通双4G手机 金色 官方标配 16G,1199.00,明日手机专营店
94,1.2万+,"免邮,满99-1,险",小米（MI） 小米MAX2手机 金色 全网通（4GB+64GB）,995.00,新松联手机旗舰店
95,2.7万+,"自营,赠",联想S5 Pro 6GB+64GB 冰魄蓝 2000万AI四摄 偶像级自拍 光学变焦 全网通4G手机 双卡双待,1398.00,联想手机京东自营官方旗舰店
96,1000+,自营,中兴 ZTE 远航5Plus 黑色 4G+64G 大电量 用不停 双卡双待全网通4G手机,699.00,中兴手机京东自营官方旗舰店
97,6万+,自营,天语（K-TOUCH）T3 直板 按键 超长待机 三防老人手机 双卡双待 2G移动/联通版 黑色,158.00,天语手机京东自营官方旗舰店
98,3.4万+,自营,Meitu 美图T8s 烈焰红 4GB+128GB 美颜拍照 电影人像 夜间云美化 智能 移动4G+,1999.00,美图京东自营官方旗舰店
99,7600+,"自营,新品",魅族 V8 全面屏手机 4GB+64GB 曜黑 全网通移动联通电信4G手机 双卡双待,1098.00,魅族京东自营旗舰店
100,5900+,"京东物流,闪购,赠,险",OPPO 【6期免息！】R17 幻色渐变机身屏下指纹解锁手机 6.4英寸水滴屏 流光蓝 全网通(8G RAM+128G ROM),3499.00,OPPO官方直营旗舰店
101,5100+,"自营,赠",联想K5 Pro 6GB+128GB 格调黑 千元影霸 1600万AI四摄 4050mAh大电池 全网通4G 双卡双待,1198.00,联想手机京东自营官方旗舰店
102,9800+,"自营,券500-20,赠",【屏幕指纹解锁礼盒版】vivo X21游戏手机 6GB+128GB 胜利红 移动联通电信全网通4G,2998.00,vivo京东自营官方旗舰店
103,1000+,"免邮,赠,险",Apple 苹果 iphone XS 手机 金色 全网通 64G,8000.00,易道手机专营店
104,2800+,,vivo Y73 全面屏 大屏拍照 面部指纹双解锁 骁龙八核 双卡双待 4G全网通 智能手机 香槟金 3GB 32GB,799.00,vivo官方旗舰店
105,2.5万+,"免邮,赠,险",Apple 苹果 iPhone8 手机 金色 全网通版 64GB,4658.00,佳沪手机旗舰店
106,3.8万+,"自营,新品,赠",vivo Y81s 刘海全面屏 3GB+32GB 磨砂黑 移动联通电信4G手机,1000.00,vivo京东自营官方旗舰店
107,1.5万+,免邮,小米（MI） 小米6A 红米6A 手机 流沙金 全网通 2G+16G,519.00,牧申手机旗舰店
108,2500+,"新品,闪购,免邮,赠",Apple 苹果 iPhone Xs Max 手机 金色 全网通256G版,10048.00,聚捷联盛手机旗舰店
109,5.5万+,自营,努比亚nubia Z17miniS 小牛8 黑金 6GB+64GB 全网通 移动联通电信4G手机 双卡双待,1299.00,努比亚京东自营旗舰店
110,6.7万+,"自营,赠",诺基亚（NOKIA）3310 深蓝色 直板按键 移动联通2G手机 双卡双待 时尚手机 经典复刻 学生备用功能机,298.00,诺基亚手机京东自营旗舰店
111,700+,"免邮,赠,险",Apple 苹果 iPhone Xr 手机 黑色 全网通 128G,6458.00,易道手机专营店
112,1.4万+,"免邮,赠",小米（MI） 小米8 手机 全网通 黑色 全网通 6GB+256GB,2999.00,鹏路网络手机旗舰店
113,7600+,"京东物流,券300-10,赠",长虹（CHANGHONG） S09炫舞 智能老人手机 移动/联通双4G 16+1 老人机 双卡双待 金色,299.00,长虹手机旗舰店
114,2.6万+,"京东物流,险",飞利浦（PHILIPS） E151Y 电信版天翼直板老人手机 超长待机老年手机 学生备用功能机 陨石黑,198.00,智加手机专营店
115,200+,"新品,免邮,赠,险",华为（HUAWEI） 华为Mate20 X 手机 宝石蓝 全网通(6G+128G),4999.00,掌视界数码旗舰店
116,3300+,"免邮,赠",华为（HUAWEI） 华为荣耀Play手机 幻夜黑 6G+128G尊享版,2199.00,牧申手机旗舰店
117,2700+,"免邮,赠,险",华为（HUAWEI） 华为荣耀Note10 手机 幻夜黑 全网通6GB+128GB,2729.00,佳沪手机旗舰店
118,1.1万+,自营,努比亚（nubia） V18 全面屏 长续航手机 4GB+64GB 星云红 移动联通电信全网通4G 双卡双待,999.00,努比亚京东自营旗舰店
119,8000+,自营,天语（K-TOUCH） Q31 移动/联通2G 双卡双待 直板 三防 老人手机 黑色,138.00,天语手机京东自营官方旗舰店
120,30万+,"自营,赠",锤子（smartisan）坚果 3 4G+64GB 2D炫光酒红色（限量版） 全网通 移动联通电信4G 双卡双待,1199.00,锤子科技京东自营旗舰店
121,1800+,"京东物流,免邮,险",小米（MI） 红米6A 全面屏手机 全网通（2G+16G）铂银灰,523.00,明日手机专营店
122,2100+,"赠,险",欧奇（OUKI） OKP6 Pro 超长待机商务智能手机大屏高端 双卡双待一万毫安大电池 10000毫安通 黑,2799.00,卓越手机通讯专营店
123,2400+,"免邮,赠",华为（HUAWEI） 荣耀Play 手机 幻夜黑 6G+128G全网通,2399.00,鹏路网络手机旗舰店
124,500+,"新品,免邮,赠,险",华为（HUAWEI） 华为mate20 pro 手机 亮黑色 全网通6G+128G,5498.00,易道手机专营店
125,7900+,"免邮,赠,险",华为（HUAWEI） 荣耀10游戏GT加速手机 幻影蓝 全网通6GB+128GB【1年碎屏险套装】,2599.00,新松联手机旗舰店
126,6600+,"闪购,免邮",小米（MI） 小米红米6a手机 流沙金 标配版（2G+16G）,529.00,聚捷联盛手机旗舰店
127,3300+,"免邮,满2199-200,赠",华为（HUAWEI） nova3e 全面屏 手机 幻夜黑 4GB+128GB,2199.00,鹏路网络手机旗舰店
128,3100+,"免邮,赠,险",华为（HUAWEI） 荣耀10 手机 GT游戏加速 幻影黑 6GB+128GB,2599.00,京联通达旗舰店
129,100+,"免邮,赠,险",华为（HUAWEI） 荣耀Magic2 滑盖全面屏手机 渐变黑 全网通8G+128G,4418.00,佳沪手机旗舰店
130,20+,"赠,险",魅族（MEIZU） 魅蓝S6 全面屏 4G智能手机 全网通 淡钴蓝 3G+64G,879.00,千瑞达手机旗舰店
131,900+,"新品,免邮,赠,险",Apple 苹果 iPhone XR 全网通 黑色 128GB,6458.00,新松联手机旗舰店
132,7500+,"京东物流,赠",vivo X21 新一代全面屏 双摄拍照手机 移动联通电信4G 双卡双待 冰钻黑 6GB+64GB,2498.00,vivo官方旗舰店
133,4000+,"免邮,赠,险",华为（HUAWEI） 华为荣耀8X 手机 魅海蓝 全网通6G+128G尊享版,1899.00,佳沪手机旗舰店
134,200+,"新品,免邮",小米（MI） 小米 Mix3 全面屏 手机 黑色 全网通 6GB+128GB,3599.00,鹏路网络手机旗舰店
135,4.8万+,"自营,赠",诺基亚（NOKIA）216 黑色 直板按键 移动联通2G手机 双卡双待 老人手机 学生备用功能机,269.00,诺基亚手机京东自营旗舰店
136,1.7万+,"免邮,险",小米（MI） 小米6X 手机 曜石黑 全网通 6GB+64GB,1408.00,易道手机专营店
137,4500+,"京东物流,闪购,免邮,赠",Apple 苹果 iPhone 6s Plus 手机 玫瑰金 全网通(32GB ),2648.00,聚捷联盛手机旗舰店
138,1100+,险,天语 X21 刘海全面屏 智能手机 全网通4G 移动联通电信 人脸+指纹解锁 双卡双待一体机 蓝色 尊享版（3GB+64GB）,699.00,金诚手机专营店
139,2.6万+,"自营,满赠",魅族 15 全面屏手机 全网通公开版 4GB+64GB 砚黑 移动联通电信4G手机 双卡双待,1798.00,魅族京东自营旗舰店
140,800+,"免邮,赠,险",小米（MI） 小米8 游戏手机 黑色 6GB+128GB,2629.00,京联通达旗舰店
141,400+,免邮,华为（HUAWEI） Mate10 保时捷设计限量版 手机 钻石黑(6G+256G),5588.00,聚捷联盛手机旗舰店
142,1.2万+,自营,华为 HUAWEI Mate RS 保时捷设计 全面屏徕卡双摄游戏手机6G+256G玄黑色全网通移动联通电信4G双卡双待,9999.00,华为京东自营官方旗舰店
143,4400+,免邮,小米（MI） 6X 全网通 手机 曜石黑 4GB+64GB,1259.00,鹏路网络手机旗舰店
144,5100+,"免邮,赠",华为（HUAWEI） 畅享8 Plus 手机9 金色 全网通（4G+64G）,1199.00,聚捷联盛手机旗舰店
145,1.6万+,"自营,赠",Meitu 美图T9 浆果红 4GB+64GB 骁龙 全身美型 拍照手机 全面屏 脸部解锁 双卡双4G 全网通,2799.00,美图京东自营官方旗舰店
146,31万+,自营,360手机 N6 全网通 6GB+64GB 璀璨金 移动联通电信4G手机 双卡双待,1099.00,360手机京东自营旗舰店
147,4800+,"京东物流,闪购,免邮,赠",华为（HUAWEI） 华为畅享8 手机 蓝色 全网通（4G+64G）,1099.00,聚捷联盛手机旗舰店
148,60+,"赠,险",诺基亚（NOKIA） 诺基亚 X7 手机 暗夜蓝 全网通 6GB+128GB,2499.00,易道手机专营店
149,1.1万+,自营,努比亚（nubia） V18 全面屏 长续航手机 4GB+64GB 曜石黑 移动联通电信全网通4G 双卡双待,999.00,努比亚京东自营旗舰店
150,700+,"免邮,赠",华为（HUAWEI） Mate10 全面屏 商务手机9 香槟金 全网通(6G+128G),2999.00,华信通手机专营店
151,2.1万+,自营,夏普 SHARP AQUOS S3 mini 全面屏手机 全网通 6GB+64GB 曜石黑 移动联通电信4G 双卡双待,1299.00,夏普手机京东自营官方旗舰店
152,100+,险,索尼（SONY） Xperia XZ3 OLED屏幕 AI侧屏感应 骁龙845 移动联通双4G手机 澈黑,5399.00,索尼手机旗舰店
153,1万+,"免邮,赠",小米（MI） 红米6pro 手机 曜石黑 全网通4GB+64GB,1015.00,牧申手机旗舰店
154,4400+,"免邮,赠,险",小米（MI） 红米6pro 手机 曜石黑 全网通 4G+64G,995.00,新松联手机旗舰店
155,7.3万+,京东物流,海尔（Haier） M360 老人手机 移动联通 双卡双待 老年机 红色 老年版,198.00,海尔手机旗舰店
156,1.9万+,自营,黑莓（BlackBerry）KEYone 4G全网通 4GB+64GB 黑色 移动联通电信手机,3199.00,黑莓手机京东自营官方旗舰店
157,3400+,"免邮,赠,险",小米（MI） 小米8八核 游戏手机 黑 全网通(6G+64G),2388.00,炜东电商旗舰店
158,600+,"京东物流,新品,赠",华为（HUAWEI） 畅享8e 移动联通电信全网通4G 全面屏智能手机 双卡双待 黑色 (3G RAM+32G ROM),818.00,众盛手机专营店
159,3万+,自营,飞利浦（PHILIPS） E571 海军蓝 直板时尚大屏 超长待机 移动联通2G 双卡双待 老人 学生备用功能机,299.00,飞利浦手机京东自营旗舰店
160,700+,"赠,险",OPPO Find X 手机【6期免息 】 曲面全景屏 全网通 4G游戏手机 冰珀蓝（8G+128G）,4999.00,OPPO手机乐良专卖店
161,700+,"免邮,赠,险",OPPO K1手机 【全新系列】 屏下指纹识别 骁龙660 R15 R17同款 A5 A3升级版 梵星蓝 6G+64G 全网通,1799.00,OPPO优品专卖店
162,3500+,"京东物流,免邮,满800-100,赠,险",华为（HUAWEI） 华为nova3 手机 蓝楹紫 全网通(6G+128G),2799.00,掌视界数码旗舰店
163,1100+,"免邮,赠,险",Apple 苹果 iphone XS MAX 手机 金色 全网通 256G,10068.00,易道手机专营店
164,6.3万+,自营,天语（K-TOUCH）E2 电信2G 直板按键老人手机 超长待机学生备用 老年机 金色,139.00,天语手机京东自营官方旗舰店
165,1700+,"免邮,赠,险",锤子（smartisan） 坚果3手机 炫黑色特别版 全网通(4G+128G),1138.00,新松联手机旗舰店
166,700+,京东物流,海信（Hisense） A2Pro双屏手机 墨水屏 护眼商务手机 全网通4G 双卡双待4+64GB 名仕蓝,1999.00,海信手机官方旗舰店
167,1500+,"新品,免邮,赠",Apple 苹果 iPhone XS 全网通手机 金色 64G,7949.00,牧申手机旗舰店
168,100+,"赠,险",纽曼（Newman） S99 移动 联通 电信迷你手机 超小超薄 网红个性商务按键直板 金色 电信版,168.00,纽曼手机旗舰店
169,8400+,"免邮,赠",小米（MI） 红米note5 全网通 手机 金色 全网通版 4GB+64GB,1119.00,鹏路网络手机旗舰店
170,700+,"新品,免邮,赠",魅族（MEIZU） 魅族 16th 游戏全面屏手机 静夜黑6G+128G,2998.00,聚捷联盛手机旗舰店
171,2.7万+,自营,天语（K-TOUCH）T91 移动联通2G 翻盖老人手机 超长待机 双卡双待 按键功能机 红色,168.00,天语手机京东自营官方旗舰店
172,1000+,"免邮,险",小米（MI） 红米6A 移动联通电信4G 老年智能手机 双卡双待 流沙金 全网通(2G+16G),525.00,掌视界数码旗舰店
173,800+,"新品,免邮,险",华为（HUAWEI） 华为麦芒7 手机6 5 魅海蓝 6G+64G全网通,1980.00,炜东电商旗舰店
174,7100+,自营,中兴天机 Axon M 黑色 4G+64G 折叠双屏 精彩纷呈 双卡双待全网通4G手机,1988.00,中兴手机京东自营官方旗舰店
